month_end,n,k,longs,shorts,term_EUR,term_GBP,term_AUD,term_NZD,term_JPY,term_CHF,term_CAD
2017-07-31,7,3,"['NZD', 'CAD', 'EUR']","['JPY', 'AUD', 'CHF']",1.4021,0.7902,0.701,0.82,0.019,0.75,0.9377
2017-08-31,7,3,"['NZD', 'CAD', 'EUR']","['JPY', 'CHF', 'AUD']",1.5369,0.9782,0.964,1.01,0.0,0.8658,1.178
2017-09-29,7,3,"['NZD', 'CAD', 'EUR']","['JPY', 'CHF', 'AUD']",1.5369,0.9782,0.964,1.01,0.0,0.8658,1.178
2017-10-31,7,3,"['AUD', 'CAD', 'EUR']","['JPY', 'CHF', 'GBP']",1.4453,0.9345,0.99,0.96,0.004,0.8622,1.0695
2017-11-30,7,3,"['AUD', 'CAD', 'EUR']","['JPY', 'CHF', 'GBP']",1.4789,0.9997,1.068,1.03,0.002,0.8962,1.091
2017-12-29,7,3,"['AUD', 'CAD', 'EUR']","['JPY', 'CHF', 'GBP']",1.4789,0.9997,1.068,1.03,0.002,0.8962,1.091
2018-01-31,7,3,"['NZD', 'CAD', 'EUR']","['JPY', 'GBP', 'CHF']",1.2069,0.7594,0.813,0.88,-0.018,0.7693,0.9553
2018-02-28,7,3,"['NZD', 'CAD', 'EUR']","['JPY', 'GBP', 'AUD']",1.3594,0.8706,0.957,1.0,0.012,0.9745,1.0342
2018-03-30,7,3,"['NZD', 'CAD', 'EUR']","['JPY', 'GBP', 'AUD']",1.3594,0.8706,0.957,1.0,0.012,0.9745,1.0342
2018-04-30,7,3,"['NZD', 'CAD', 'EUR']","['JPY', 'AUD', 'CHF']",1.4963,0.8796,0.783,0.94,-0.052,0.8492,1.0936
2018-05-31,7,3,"['CHF', 'CAD', 'EUR']","['JPY', 'AUD', 'GBP']",1.454,0.7545,0.674,0.81,-0.047,0.9202,1.084
2018-06-29,7,3,"['CHF', 'CAD', 'EUR']","['JPY', 'AUD', 'GBP']",1.454,0.7545,0.674,0.81,-0.047,0.9202,1.084
2018-07-31,7,3,"['NZD', 'CAD', 'EUR']","['JPY', 'AUD', 'CHF']",1.6094,0.7842,0.627,0.89,-0.048,0.7785,0.9715
2018-08-31,7,3,"['CHF', 'NZD', 'EUR']","['JPY', 'AUD', 'GBP']",1.5166,0.6277,0.617,0.87,-0.031,0.8224,0.8121
2018-09-28,7,3,"['CHF', 'NZD', 'EUR']","['JPY', 'AUD', 'GBP']",1.5166,0.6277,0.617,0.87,-0.031,0.8224,0.8121
2018-10-31,7,3,"['CAD', 'CHF', 'EUR']","['JPY', 'NZD', 'AUD']",1.638,0.7014,0.701,0.69,0.075,0.8933,0.8362
2018-11-30,7,3,"['CAD', 'CHF', 'EUR']","['JPY', 'NZD', 'GBP']",1.8717,0.74,0.752,0.73,0.08,0.9021,0.8286
2018-12-31,7,3,"['AUD', 'CHF', 'EUR']","['JPY', 'GBP', 'CAD']",1.7215,0.5793,0.743,0.7,0.035,0.8,0.6951
2019-01-31,7,3,"['NZD', 'CHF', 'EUR']","['JPY', 'CAD', 'GBP']",1.5225,0.4081,0.411,0.46,-0.06,0.622,0.3979
2019-02-28,7,3,"['NZD', 'CHF', 'EUR']","['JPY', 'AUD', 'CAD']",1.5104,0.4039,0.201,0.41,-0.03,0.6035,0.3196
2019-03-29,7,3,"['NZD', 'CHF', 'EUR']","['JPY', 'AUD', 'CAD']",1.5104,0.4039,0.201,0.41,-0.03,0.6035,0.3196
2019-04-30,7,3,"['GBP', 'CHF', 'EUR']","['JPY', 'CAD', 'AUD']",1.3012,0.35,0.127,0.14,-0.145,0.4046,0.0524
2019-05-31,7,3,"['GBP', 'CHF', 'EUR']","['JPY', 'CAD', 'NZD']",1.2625,0.3706,0.185,0.15,-0.095,0.4805,0.0493
2019-06-28,7,3,"['GBP', 'CHF', 'EUR']","['JPY', 'CAD', 'NZD']",1.2625,0.3706,0.185,0.15,-0.095,0.4805,0.0493
2019-07-31,7,3,"['GBP', 'CHF', 'EUR']","['JPY', 'CAD', 'NZD']",0.9029,0.139,0.096,0.02,-0.214,0.2986,-0.2025
2019-08-30,7,3,"['GBP', 'CHF', 'EUR']","['JPY', 'CAD', 'NZD']",0.9029,0.139,0.096,0.02,-0.214,0.2986,-0.2025
2019-09-30,7,3,"['NZD', 'AUD', 'EUR']","['CAD', 'JPY', 'GBP']",0.5072,-0.1824,-0.021,-0.13,-0.289,-0.1675,-0.4298
2019-10-31,7,3,"['AUD', 'CHF', 'EUR']","['CAD', 'JPY', 'GBP']",0.4651,-0.1719,0.055,0.01,-0.224,0.0913,-0.2635
2019-11-29,7,3,"['AUD', 'CHF', 'EUR']","['CAD', 'JPY', 'GBP']",0.4651,-0.1719,0.055,0.01,-0.224,0.0913,-0.2635
2019-12-31,7,3,"['NZD', 'AUD', 'EUR']","['CAD', 'JPY', 'GBP']",0.7026,-0.025,0.242,0.17,-0.098,0.1256,-0.163
2020-01-31,7,3,"['AUD', 'NZD', 'EUR']","['CAD', 'JPY', 'GBP']",0.7607,0.0408,0.302,0.32,-0.046,0.2807,-0.053
2020-02-28,7,3,"['AUD', 'NZD', 'EUR']","['CAD', 'JPY', 'GBP']",0.7607,0.0408,0.302,0.32,-0.046,0.2807,-0.053
2020-03-31,7,3,"['NZD', 'AUD', 'EUR']","['CAD', 'JPY', 'GBP']",0.5411,-0.117,0.094,0.09,-0.176,-0.1156,-0.3378
2020-04-30,7,3,"['AUD', 'NZD', 'EUR']","['GBP', 'JPY', 'CAD']",0.7893,-0.0691,0.354,0.4,-0.001,0.307,0.1466
2020-05-29,7,3,"['AUD', 'NZD', 'EUR']","['GBP', 'JPY', 'CAD']",0.7893,-0.0691,0.354,0.4,-0.001,0.307,0.1466
2020-06-30,7,3,"['NZD', 'EUR', 'AUD']","['GBP', 'JPY', 'CHF']",0.7511,-0.0557,0.803,0.37,0.042,0.1923,0.316
2020-07-31,7,3,"['NZD', 'EUR', 'AUD']","['JPY', 'GBP', 'CHF']",0.7275,0.088,0.828,0.62,0.072,0.2268,0.3689
2020-08-31,7,3,"['NZD', 'EUR', 'AUD']","['JPY', 'GBP', 'CHF']",0.665,0.1094,0.797,0.6,0.075,0.1617,0.3364
2020-09-30,7,3,"['CAD', 'EUR', 'AUD']","['JPY', 'GBP', 'CHF']",0.6398,0.2017,0.805,0.38,0.11,0.2968,0.406
2020-10-30,7,3,"['CAD', 'EUR', 'AUD']","['JPY', 'GBP', 'CHF']",0.6398,0.2017,0.805,0.38,0.11,0.2968,0.406
2020-11-30,7,3,"['CAD', 'EUR', 'AUD']","['JPY', 'CHF', 'GBP']",0.5095,0.2558,0.732,0.27,0.095,0.1802,0.5029
2020-12-31,7,3,"['NZD', 'CAD', 'AUD']","['JPY', 'CHF', 'GBP']",0.4658,0.3436,0.836,0.5,0.085,0.221,0.581
2021-01-29,7,3,"['NZD', 'CAD', 'AUD']","['JPY', 'CHF', 'GBP']",0.4658,0.3436,0.836,0.5,0.085,0.221,0.581
2021-02-26,7,3,"['CAD', 'NZD', 'AUD']","['JPY', 'CHF', 'GBP']",0.4462,0.2924,0.956,0.66,0.075,0.2177,0.625
2021-03-31,7,3,"['CAD', 'NZD', 'AUD']","['JPY', 'CHF', 'GBP']",0.6043,0.5722,1.324,1.18,0.205,0.5034,1.017
2021-04-30,7,3,"['CAD', 'NZD', 'AUD']","['JPY', 'CHF', 'EUR']",0.6869,0.7656,1.677,1.43,0.185,0.463,1.3905
2021-05-31,7,3,"['NZD', 'CAD', 'AUD']","['JPY', 'CHF', 'EUR']",0.7431,0.7615,1.636,1.33,0.155,0.5185,1.4237
2021-06-30,7,3,"['CAD', 'NZD', 'AUD']","['JPY', 'CHF', 'GBP']",0.9172,0.8258,1.62,1.46,0.145,0.6012,1.4265
2021-07-30,7,3,"['CAD', 'NZD', 'AUD']","['JPY', 'CHF', 'GBP']",0.9172,0.8258,1.62,1.46,0.145,0.6012,1.4265
2021-08-31,7,3,"['CAD', 'NZD', 'AUD']","['JPY', 'CHF', 'GBP']",0.7082,0.6179,1.234,1.18,0.087,0.3631,1.0839
2021-09-30,7,3,"['CAD', 'NZD', 'AUD']","['JPY', 'CHF', 'GBP']",0.6071,0.574,1.125,1.11,0.092,0.3912,1.0144
2021-10-29,7,3,"['CAD', 'NZD', 'AUD']","['JPY', 'CHF', 'GBP']",0.6071,0.574,1.125,1.11,0.092,0.3912,1.0144
2021-11-30,7,3,"['CAD', 'NZD', 'AUD']","['JPY', 'CHF', 'EUR']",0.9023,0.923,1.67,1.53,0.167,0.6807,1.477
2021-12-31,7,3,"['CAD', 'NZD', 'AUD']","['JPY', 'CHF', 'GBP']",0.8796,0.8094,1.766,1.74,0.122,0.46,1.5682
2022-01-31,7,3,"['CAD', 'NZD', 'AUD']","['JPY', 'CHF', 'GBP']",0.8604,0.6775,1.549,1.46,0.119,0.5905,1.372
2022-02-28,7,3,"['CAD', 'NZD', 'AUD']","['JPY', 'GBP', 'CHF']",1.0947,0.6751,1.818,1.53,0.219,0.7592,1.454
2022-03-31,7,3,"['NZD', 'CAD', 'AUD']","['JPY', 'GBP', 'CHF']",1.4756,0.6791,2.041,1.52,0.229,0.9478,1.5545
2022-04-29,7,3,"['NZD', 'CAD', 'AUD']","['JPY', 'GBP', 'CHF']",1.4756,0.6791,2.041,1.52,0.229,0.9478,1.5545
2022-05-31,7,3,"['NZD', 'EUR', 'AUD']","['JPY', 'GBP', 'CHF']",2.0158,0.7062,2.598,1.66,0.264,1.4965,1.6565
2022-06-30,7,3,"['CAD', 'EUR', 'AUD']","['JPY', 'GBP', 'NZD']",2.2599,0.5969,2.381,1.43,0.284,1.464,1.5511
2022-07-29,7,3,"['CAD', 'EUR', 'AUD']","['JPY', 'GBP', 'NZD']",2.2599,0.5969,2.381,1.43,0.284,1.464,1.5511
2022-08-31,7,3,"['CHF', 'AUD', 'EUR']","['JPY', 'GBP', 'CAD']",2.0563,0.3054,1.359,0.62,0.211,0.63,0.5982
2022-09-30,7,3,"['CHF', 'AUD', 'EUR']","['CAD', 'GBP', 'JPY']",1.6618,0.0978,1.051,0.26,0.24,0.8105,-0.0489
2022-10-31,7,3,"['AUD', 'CHF', 'EUR']","['CAD', 'JPY', 'NZD']",1.8029,0.5907,0.987,0.42,0.256,1.0155,-0.2721
2022-11-30,7,3,"['GBP', 'AUD', 'EUR']","['CAD', 'JPY', 'NZD']",1.7565,0.7196,0.969,0.41,0.261,0.5913,-0.3795
2022-12-30,7,3,"['GBP', 'AUD', 'EUR']","['CAD', 'JPY', 'NZD']",1.7565,0.7196,0.969,0.41,0.261,0.5913,-0.3795
2023-01-31,7,3,"['JPY', 'CHF', 'EUR']","['CAD', 'NZD', 'GBP']",0.9361,-0.2785,0.381,-0.32,0.425,0.8287,-1.226
2023-02-28,7,3,"['AUD', 'JPY', 'EUR']","['CAD', 'NZD', 'GBP']",0.6992,-0.4985,0.284,-0.68,0.496,0.2701,-1.3874
2023-03-31,7,3,"['CHF', 'JPY', 'EUR']","['CAD', 'NZD', 'GBP']",0.5807,-0.6547,0.242,-0.7,0.499,0.446,-1.2758
2023-04-28,7,3,"['CHF', 'JPY', 'EUR']","['CAD', 'NZD', 'GBP']",0.5807,-0.6547,0.242,-0.7,0.499,0.446,-1.2758
2023-05-31,7,3,"['AUD', 'EUR', 'JPY']","['CAD', 'NZD', 'GBP']",0.0261,-0.8697,-0.317,-1.4,0.386,-0.37,-1.4514
2023-06-30,7,3,"['AUD', 'EUR', 'JPY']","['NZD', 'CAD', 'GBP']",-0.1611,-0.7679,-0.4,-1.45,0.449,-0.602,-1.4325
2023-07-31,7,3,"['EUR', 'AUD', 'JPY']","['CAD', 'NZD', 'GBP']",-0.3716,-0.7241,-0.334,-1.19,0.398,-0.6245,-1.4943
2023-08-31,7,3,"['EUR', 'AUD', 'JPY']","['CAD', 'GBP', 'NZD']",-0.4029,-1.0528,-0.264,-1.03,0.598,-0.741,-1.483
2023-09-29,7,3,"['EUR', 'AUD', 'JPY']","['CAD', 'GBP', 'NZD']",-0.4029,-1.0528,-0.264,-1.03,0.598,-0.741,-1.483
2023-10-31,7,3,"['EUR', 'AUD', 'JPY']","['CAD', 'GBP', 'CHF']",-0.3757,-1.1001,0.081,-0.63,0.741,-0.683,-1.2215
2023-11-30,7,3,"['NZD', 'AUD', 'JPY']","['CAD', 'GBP', 'CHF']",-0.2456,-0.8305,0.423,-0.21,0.962,-0.724,-1.018
2023-12-29,7,3,"['NZD', 'AUD', 'JPY']","['CAD', 'GBP', 'CHF']",-0.2456,-0.8305,0.423,-0.21,0.962,-0.724,-1.018
2024-01-31,7,3,"['NZD', 'AUD', 'JPY']","['CAD', 'GBP', 'EUR']",-1.0688,-1.3578,-0.163,-0.93,0.568,-0.9965,-1.7133
2024-02-29,7,3,"['CHF', 'AUD', 'JPY']","['CAD', 'GBP', 'EUR']",-1.0209,-1.2681,-0.202,-0.99,0.705,-0.8552,-1.6016
2024-03-29,7,3,"['CHF', 'AUD', 'JPY']","['CAD', 'GBP', 'EUR']",-1.0209,-1.2681,-0.202,-0.99,0.705,-0.8552,-1.6016
2024-04-30,7,3,"['CHF', 'AUD', 'JPY']","['CAD', 'GBP', 'NZD']",-0.9691,-1.167,-0.305,-1.0,0.616,-0.861,-1.461
2024-05-31,7,3,"['CHF', 'AUD', 'JPY']","['CAD', 'GBP', 'EUR']",-0.8128,-0.9628,-0.102,-0.81,0.761,-0.807,-1.2291
2024-06-28,7,3,"['CHF', 'AUD', 'JPY']","['CAD', 'GBP', 'EUR']",-0.8128,-0.9628,-0.102,-0.81,0.761,-0.807,-1.2291
2024-07-31,7,3,"['EUR', 'AUD', 'JPY']","['CAD', 'GBP', 'NZD']",-0.5595,-0.9956,-0.148,-0.98,0.901,-0.868,-1.256
2024-08-30,7,3,"['EUR', 'AUD', 'JPY']","['CAD', 'GBP', 'NZD']",-0.5595,-0.9956,-0.148,-0.98,0.901,-0.868,-1.256
2024-09-30,7,3,"['CHF', 'AUD', 'JPY']","['CAD', 'NZD', 'GBP']",-0.6417,-0.9656,-0.404,-1.08,0.635,-0.6155,-1.161
2024-10-31,7,3,"['EUR', 'AUD', 'JPY']","['CAD', 'GBP', 'NZD']",-0.5995,-0.9347,-0.498,-0.86,0.599,-0.6121,-1.0981
2024-11-29,7,3,"['EUR', 'AUD', 'JPY']","['CAD', 'GBP', 'NZD']",-0.5995,-0.9347,-0.498,-0.86,0.599,-0.6121,-1.0981
2024-12-31,7,3,"['AUD', 'NZD', 'JPY']","['CHF', 'GBP', 'CAD']",-0.0776,-0.2636,0.124,0.21,0.688,-0.5175,-0.2015
2025-01-31,7,3,"['EUR', 'NZD', 'JPY']","['CHF', 'GBP', 'AUD']",-0.0037,-0.2055,-0.127,0.22,0.704,-0.2838,-0.0335
2025-02-28,7,3,"['EUR', 'JPY', 'NZD']","['CHF', 'GBP', 'AUD']",0.3848,0.1127,0.151,0.6,0.4777,-0.0251,0.2306
2025-03-31,7,3,"['EUR', 'JPY', 'NZD']","['CHF', 'GBP', 'CAD']",0.4637,0.0663,0.253,0.8,0.5782,0.0247,0.2138
2025-04-30,7,3,"['JPY', 'EUR', 'NZD']","['CHF', 'GBP', 'AUD']",0.8713,0.2548,0.301,0.96,0.6641,0.2011,0.3505
2025-05-30,7,3,"['JPY', 'EUR', 'NZD']","['CHF', 'GBP', 'AUD']",0.8713,0.2548,0.301,0.96,0.6641,0.2011,0.3505
2025-06-30,7,3,"['JPY', 'EUR', 'NZD']","['CHF', 'GBP', 'AUD']",0.9797,0.4104,0.57,1.25,0.7246,0.167,0.5989
2025-07-31,7,3,"['CAD', 'EUR', 'NZD']","['CHF', 'GBP', 'AUD']",1.1011,0.3748,0.518,1.28,0.6473,0.3704,0.654
2025-08-29,7,3,"['CAD', 'EUR', 'NZD']","['CHF', 'GBP', 'AUD']",1.1011,0.3748,0.518,1.28,0.6473,0.3704,0.654
2025-09-30,7,3,"['JPY', 'EUR', 'NZD']","['CHF', 'GBP', 'AUD']",1.184,0.6569,0.665,1.31,0.8273,0.3815,0.7675
2025-10-31,7,3,"['JPY', 'EUR', 'NZD']","['CHF', 'AUD', 'GBP']",1.2058,0.7185,0.718,1.36,0.8268,0.2597,0.732
2025-11-28,7,3,"['JPY', 'EUR', 'NZD']","['CHF', 'AUD', 'GBP']",1.2058,0.7185,0.718,1.36,0.8268,0.2597,0.732
2025-12-31,7,3,"['JPY', 'EUR', 'NZD']","['CHF', 'GBP', 'AUD']",1.0945,0.6585,0.766,1.74,0.9986,0.2375,0.9892
2026-01-30,7,3,"['JPY', 'EUR', 'NZD']","['CHF', 'GBP', 'AUD']",1.0945,0.6585,0.766,1.74,0.9986,0.2375,0.9892
2026-02-27,7,3,"['EUR', 'CAD', 'NZD']","['CHF', 'GBP', 'JPY']",1.1989,0.7326,1.009,2.03,0.9873,0.3782,1.2236
2026-03-31,7,3,"['CAD', 'EUR', 'NZD']","['CHF', 'GBP', 'AUD']",1.1933,0.705,0.798,1.96,0.8809,0.2935,1.1109
2026-04-30,7,3,"['EUR', 'CAD', 'NZD']","['CHF', 'AUD', 'GBP']",1.1933,0.9718,0.736,2.13,1.0762,0.4412,1.2109
2026-05-29,7,3,"['EUR', 'CAD', 'NZD']","['CHF', 'AUD', 'GBP']",1.1933,0.9718,0.736,2.13,1.0762,0.4412,1.2109
2026-06-30,7,3,"['CAD', 'JPY', 'NZD']","['CHF', 'AUD', 'EUR']",1.1933,1.212,0.552,2.05,1.3759,0.4794,1.249
2026-07-31,7,3,"['EUR', 'JPY', 'NZD']","['CHF', 'AUD', 'GBP']",1.1933,1.0662,0.371,1.78,1.258,0.3551,1.1158
2026-08-31,7,3,"['CAD', 'JPY', 'NZD']","['AUD', 'CHF', 'EUR']",1.1933,1.201,0.439,1.76,1.3316,0.5249,1.2893
