month_end,n,k,longs,shorts,carry_EUR,carry_GBP,carry_AUD,carry_NZD,carry_JPY,carry_CHF,carry_CAD,vix,flat
2018-04-30,7.0,3.0,"['CAD', 'AUD', 'NZD']","['CHF', 'EUR', 'JPY']",-0.3279,0.6284,1.93,1.93,0.097,-0.7952,1.095,,
2018-05-31,7.0,3.0,"['CAD', 'NZD', 'AUD']","['CHF', 'EUR', 'JPY']",-0.3285,0.7563,2.06,2.01,0.097,-0.8002,1.165,,
2018-06-29,7.0,3.0,"['CAD', 'NZD', 'AUD']","['CHF', 'EUR', 'JPY']",-0.3285,0.7563,2.06,2.01,0.097,-0.8002,1.165,,
2018-07-31,7.0,3.0,"['CAD', 'NZD', 'AUD']","['CHF', 'EUR', 'JPY']",-0.322,0.6387,2.07,2.01,0.078,-0.7905,1.2375,,
2018-08-31,7.0,3.0,"['CAD', 'NZD', 'AUD']","['CHF', 'EUR', 'JPY']",-0.3207,0.7462,2.02,1.94,0.091,-0.7804,1.375,,
2018-09-28,7.0,3.0,"['CAD', 'NZD', 'AUD']","['CHF', 'EUR', 'JPY']",-0.3207,0.7462,2.02,1.94,0.091,-0.7804,1.375,,
2018-10-31,7.0,3.0,"['CAD', 'NZD', 'AUD']","['CHF', 'EUR', 'JPY']",-0.3189,0.8009,1.93,1.9,0.05,-0.7803,1.5175,,
2018-11-30,7.0,3.0,"['CAD', 'NZD', 'AUD']","['CHF', 'EUR', 'JPY']",-0.3177,0.8062,1.93,1.89,0.05,-0.8311,1.66,,
2018-12-31,,,[],[],,,,,,,,25.42,True
2019-01-31,7.0,3.0,"['CAD', 'NZD', 'AUD']","['CHF', 'EUR', 'JPY']",-0.3119,0.9044,2.02,1.98,0.05,-0.776,1.66,,
2019-02-28,7.0,3.0,"['CAD', 'NZD', 'AUD']","['CHF', 'EUR', 'JPY']",-0.308,0.9182,2.07,1.91,0.03,-0.8135,1.634,,
2019-03-29,7.0,3.0,"['CAD', 'NZD', 'AUD']","['CHF', 'EUR', 'JPY']",-0.308,0.9182,2.07,1.91,0.03,-0.8135,1.634,,
2019-04-30,7.0,3.0,"['CAD', 'AUD', 'NZD']","['CHF', 'EUR', 'JPY']",-0.3092,0.84,1.83,1.88,0.05,-0.7566,1.66,,
2019-05-31,7.0,3.0,"['CAD', 'AUD', 'NZD']","['CHF', 'EUR', 'JPY']",-0.3105,0.82,1.68,1.81,0.05,-0.7475,1.675,,
2019-06-28,7.0,3.0,"['CAD', 'AUD', 'NZD']","['CHF', 'EUR', 'JPY']",-0.3105,0.82,1.68,1.81,0.05,-0.7475,1.675,,
2019-07-31,7.0,3.0,"['AUD', 'NZD', 'CAD']","['CHF', 'EUR', 'JPY']",-0.3289,0.78,1.29,1.6,0.049,-0.7806,1.665,,
2019-08-30,7.0,3.0,"['AUD', 'NZD', 'CAD']","['CHF', 'EUR', 'JPY']",-0.3289,0.78,1.29,1.6,0.049,-0.7806,1.665,,
2019-09-30,7.0,3.0,"['AUD', 'NZD', 'CAD']","['CHF', 'EUR', 'JPY']",-0.4077,0.76,0.98,1.25,0.009,-0.8075,1.635,,
2019-10-31,7.0,3.0,"['AUD', 'NZD', 'CAD']","['CHF', 'EUR', 'JPY']",-0.4176,0.77,0.98,1.15,0.009,-0.7913,1.6275,,
2019-11-29,7.0,3.0,"['AUD', 'NZD', 'CAD']","['CHF', 'EUR', 'JPY']",-0.4176,0.77,0.98,1.15,0.009,-0.7913,1.6275,,
2019-12-31,7.0,3.0,"['AUD', 'NZD', 'CAD']","['CHF', 'EUR', 'JPY']",-0.4013,0.79,0.91,1.18,0.018,-0.7056,1.6625,,
2020-01-31,7.0,3.0,"['AUD', 'NZD', 'CAD']","['CHF', 'EUR', 'JPY']",-0.3947,0.79,0.9,1.22,0.021,-0.7367,1.6575,,
2020-02-28,,,[],[],,,,,,,,40.11,True
2020-03-31,,,[],[],,,,,,,,53.54,True
2020-04-30,,,[],[],,,,,,,,34.15,True
2020-05-29,,,[],[],,,,,,,,27.51,True
2020-06-30,,,[],[],,,,,,,,30.43,True
2020-07-31,7.0,3.0,"['GBP', 'CAD', 'NZD']","['CHF', 'EUR', 'JPY']",-0.376,0.19,0.1,0.28,-0.042,-0.6658,0.1925,,
2020-08-31,,,[],[],,,,,,,,26.41,True
2020-09-30,,,[],[],,,,,,,,26.37,True
2020-10-30,,,[],[],,,,,,,,38.02,True
2020-11-30,7.0,3.0,"['AUD', 'CAD', 'NZD']","['CHF', 'EUR', 'JPY']",-0.5091,0.05,0.07,0.27,-0.055,-0.6982,0.1,,
2020-12-31,7.0,3.0,"['GBP', 'CAD', 'NZD']","['CHF', 'EUR', 'JPY']",-0.5209,0.04,0.02,0.27,-0.055,-0.73,0.1075,,
2021-01-29,,,[],[],,,,,,,,33.09,True
2021-02-26,,,[],[],,,,,,,,27.95,True
2021-03-31,7.0,3.0,"['GBP', 'CAD', 'NZD']","['CHF', 'EUR', 'JPY']",-0.5411,0.05,0.01,0.28,-0.055,-0.7324,0.0825,,
2021-04-30,7.0,3.0,"['GBP', 'CAD', 'NZD']","['CHF', 'EUR', 'JPY']",-0.5391,0.08,0.03,0.33,-0.065,-0.73,0.106,,
2021-05-31,7.0,3.0,"['GBP', 'CAD', 'NZD']","['CHF', 'EUR', 'JPY']",-0.5382,0.09,0.04,0.34,-0.065,-0.7285,0.0925,,
2021-06-30,7.0,3.0,"['GBP', 'CAD', 'NZD']","['CHF', 'EUR', 'JPY']",-0.5401,0.08,0.04,0.35,-0.065,-0.7352,0.0975,,
2021-07-30,7.0,3.0,"['GBP', 'CAD', 'NZD']","['CHF', 'EUR', 'JPY']",-0.5401,0.08,0.04,0.35,-0.065,-0.7352,0.0975,,
2021-08-31,7.0,3.0,"['GBP', 'CAD', 'NZD']","['CHF', 'EUR', 'JPY']",-0.5448,0.08,0.02,0.4,-0.072,-0.7361,0.1675,,
2021-09-30,7.0,3.0,"['GBP', 'CAD', 'NZD']","['CHF', 'EUR', 'JPY']",-0.5476,0.07,0.01,0.54,-0.072,-0.7382,0.1775,,
2021-10-29,7.0,3.0,"['GBP', 'CAD', 'NZD']","['CHF', 'EUR', 'JPY']",-0.5476,0.07,0.01,0.54,-0.072,-0.7382,0.1775,,
2021-11-30,,,[],[],,,,,,,,27.19,True
2021-12-31,7.0,3.0,"['CAD', 'GBP', 'NZD']","['CHF', 'EUR', 'JPY']",-0.5674,0.13,0.04,0.83,-0.072,-0.694,0.1175,,
2022-01-31,7.0,3.0,"['CAD', 'GBP', 'NZD']","['CHF', 'EUR', 'JPY']",-0.582,0.16,0.06,0.91,-0.049,-0.7175,0.078,,
2022-02-28,,,[],[],,,,,,,,30.15,True
2022-03-31,7.0,3.0,"['CAD', 'GBP', 'NZD']","['CHF', 'EUR', 'JPY']",-0.5315,0.81,0.07,1.21,-0.049,-0.6848,0.325,,
2022-04-29,,,[],[],,,,,,,,33.4,True
2022-05-31,,,[],[],,,,,,,,26.19,True
2022-06-30,,,[],[],,,,,,,,28.71,True
2022-07-29,7.0,3.0,"['GBP', 'CAD', 'NZD']","['CHF', 'EUR', 'JPY']",-0.3857,1.31,1.0,2.22,-0.049,-0.685,1.3675,,
2022-08-31,,,[],[],,,,,,,,25.87,True
2022-09-30,,,[],[],,,,,,,,31.62,True
2022-10-31,,,[],[],,,,,,,,25.88,True
2022-11-30,7.0,3.0,"['GBP', 'CAD', 'NZD']","['JPY', 'CHF', 'EUR']",1.4277,3.39,2.95,4.0,-0.016,0.5288,3.76,,
2022-12-30,7.0,3.0,"['GBP', 'CAD', 'NZD']","['JPY', 'CHF', 'EUR']",1.4277,3.39,2.95,4.0,-0.016,0.5288,3.76,,
2023-01-31,7.0,3.0,"['GBP', 'CAD', 'NZD']","['JPY', 'CHF', 'EUR']",2.0635,3.78,3.17,4.53,-0.015,0.7363,4.1675,,
2023-02-28,7.0,3.0,"['GBP', 'CAD', 'NZD']","['JPY', 'CHF', 'EUR']",2.3449,4.01,3.32,4.81,-0.006,0.9869,4.325,,
2023-03-31,7.0,3.0,"['GBP', 'CAD', 'NZD']","['JPY', 'CHF', 'EUR']",2.6404,4.21,3.46,5.01,0.001,1.0,4.45,,
2023-04-28,7.0,3.0,"['GBP', 'CAD', 'NZD']","['JPY', 'CHF', 'EUR']",2.6404,4.21,3.46,5.01,0.001,1.0,4.45,,
2023-05-31,7.0,3.0,"['CAD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.167,4.52,3.66,5.49,-0.001,1.45,4.3675,,
2023-06-30,7.0,3.0,"['CAD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.3664,4.73,3.9,5.67,-0.019,1.45,4.478,,
2023-07-31,7.0,3.0,"['CAD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.5359,5.09,4.25,5.68,-0.003,1.5905,4.8325,,
2023-08-31,7.0,3.0,"['CAD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.6718,5.49,4.3,5.67,-0.003,1.72,4.935,,
2023-09-29,7.0,3.0,"['CAD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.6718,5.49,4.3,5.67,-0.003,1.72,4.935,,
2023-10-31,7.0,3.0,"['CAD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.88,5.52,4.13,5.68,0.024,1.77,5.0375,,
2023-11-30,7.0,3.0,"['CAD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.9676,5.4,4.21,5.68,-0.012,1.77,5.08,,
2023-12-29,7.0,3.0,"['CAD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.9676,5.4,4.21,5.68,-0.012,1.77,5.08,,
2024-01-31,7.0,3.0,"['CAD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.9331,5.22,4.35,5.63,0.052,1.6525,4.9475,,
2024-02-29,7.0,3.0,"['CAD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.9253,5.2,4.35,5.64,0.025,1.6852,4.948,,
2024-03-29,7.0,3.0,"['CAD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.9253,5.2,4.35,5.64,0.025,1.6852,4.948,,
2024-04-30,7.0,3.0,"['CAD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.9224,5.2,4.35,5.64,0.109,1.5,4.905,,
2024-05-31,7.0,3.0,"['CAD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.8864,5.18,4.37,5.63,0.109,1.5,4.925,,
2024-06-28,7.0,3.0,"['CAD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.8864,5.18,4.37,5.63,0.109,1.5,4.925,,
2024-07-31,7.0,3.0,"['CAD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.7245,5.16,4.39,5.62,0.149,1.427,4.6475,,
2024-08-30,7.0,3.0,"['CAD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.7245,5.16,4.39,5.62,0.149,1.427,4.6475,,
2024-09-30,7.0,3.0,"['AUD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.5476,4.91,4.38,5.3,0.255,1.0665,4.2325,,
2024-10-31,7.0,3.0,"['AUD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.4337,4.84,4.42,5.05,0.256,1.0221,4.0425,,
2024-11-29,7.0,3.0,"['AUD', 'GBP', 'NZD']","['JPY', 'CHF', 'EUR']",3.4337,4.84,4.42,5.05,0.256,1.0221,4.0425,,
2024-12-31,7.0,3.0,"['AUD', 'NZD', 'GBP']","['JPY', 'CHF', 'EUR']",3.0068,4.68,4.42,4.42,0.362,0.8065,3.48,,
2025-01-31,7.0,3.0,"['NZD', 'AUD', 'GBP']","['JPY', 'CHF', 'EUR']",2.8161,4.64,4.44,4.27,0.386,0.6008,3.195,,
2025-02-28,7.0,3.0,"['NZD', 'AUD', 'GBP']","['CHF', 'JPY', 'EUR']",2.7031,4.55,4.33,4.05,0.7673,0.4081,3.058,,
2025-03-31,7.0,3.0,"['NZD', 'AUD', 'GBP']","['CHF', 'JPY', 'EUR']",2.525,4.44,4.17,3.81,0.7918,0.3713,2.8425,,
2025-04-30,7.0,3.0,"['NZD', 'AUD', 'GBP']","['CHF', 'JPY', 'EUR']",2.4424,4.39,4.12,3.67,0.8209,0.3129,2.66,,
2025-05-30,7.0,3.0,"['NZD', 'AUD', 'GBP']","['CHF', 'JPY', 'EUR']",2.4424,4.39,4.12,3.67,0.8209,0.3129,2.66,,
2025-06-30,7.0,3.0,"['NZD', 'AUD', 'GBP']","['CHF', 'JPY', 'EUR']",2.0913,4.19,3.78,3.34,0.7754,0.092,2.6225,,
2025-07-31,7.0,3.0,"['NZD', 'AUD', 'GBP']","['CHF', 'JPY', 'EUR']",1.9836,4.15,3.69,3.3,0.7727,0.0396,2.66,,
2025-08-29,7.0,3.0,"['NZD', 'AUD', 'GBP']","['CHF', 'JPY', 'EUR']",1.9836,4.15,3.69,3.3,0.7727,0.0396,2.66,,
2025-09-30,7.0,3.0,"['NZD', 'AUD', 'GBP']","['CHF', 'JPY', 'EUR']",2.0211,3.98,3.61,3.1,0.7727,-0.0615,2.655,,
2025-10-31,7.0,3.0,"['NZD', 'AUD', 'GBP']","['CHF', 'JPY', 'EUR']",2.0273,3.97,3.58,2.93,0.8182,-0.0597,2.4925,,
2025-11-28,7.0,3.0,"['NZD', 'AUD', 'GBP']","['CHF', 'JPY', 'EUR']",2.0273,3.97,3.58,2.93,0.8182,-0.0597,2.4925,,
2025-12-31,7.0,3.0,"['NZD', 'AUD', 'GBP']","['CHF', 'JPY', 'EUR']",2.0417,3.84,3.65,2.47,0.8064,-0.0475,2.185,,
2026-01-30,7.0,3.0,"['NZD', 'AUD', 'GBP']","['CHF', 'JPY', 'EUR']",2.0417,3.84,3.65,2.47,0.8064,-0.0475,2.185,,
2026-02-27,7.0,3.0,"['NZD', 'AUD', 'GBP']","['CHF', 'JPY', 'EUR']",2.0458,3.75,3.71,2.49,1.0727,-0.0482,2.164,,
2026-03-31,,,[],[],,,,,,,,25.25,True
2026-04-30,7.0,3.0,"['NZD', 'GBP', 'AUD']","['CHF', 'JPY', 'EUR']",2.0,3.7289,4.19,2.51,1.2688,-0.0412,2.23,,
2026-05-29,7.0,3.0,"['NZD', 'GBP', 'AUD']","['CHF', 'JPY', 'EUR']",2.0,3.7289,4.19,2.51,1.2688,-0.0412,2.23,,
2026-06-30,7.0,3.0,"['NZD', 'GBP', 'AUD']","['CHF', 'JPY', 'EUR']",2.0,3.7296,4.43,2.63,1.2741,-0.0394,2.2925,,
2026-07-31,7.0,3.0,"['NZD', 'GBP', 'AUD']","['CHF', 'JPY', 'EUR']",2.1167,3.7298,4.46,2.68,1.412,-0.0451,2.2725,,
2026-08-31,7.0,3.0,"['NZD', 'GBP', 'AUD']","['CHF', 'JPY', 'EUR']",2.25,3.7308,4.48,2.85,1.4585,-0.0449,2.258,,
