month_end,n,k,longs,shorts,carry_EUR,carry_GBP,carry_JPY,carry_CHF,mom_EUR,mom_GBP,mom_JPY,mom_CHF,value_EUR,value_GBP,value_JPY,value_CHF,carry_AUD,carry_CAD,carry_SEK,carry_NOK,mom_AUD,mom_CAD,mom_SEK,mom_NOK,value_AUD,value_CAD,value_SEK,value_NOK,carry_ZAR,mom_ZAR,value_ZAR,carry_NZD,mom_NZD,value_NZD,carry_MXN,carry_TRY,carry_PLN,carry_HUF,mom_MXN,mom_TRY,mom_PLN,mom_HUF,value_MXN,value_TRY,value_PLN,value_HUF
2009-05-29,14,5,"['NZD', 'JPY', 'MXN', 'GBP', 'ZAR']","['PLN', 'EUR', 'CAD', 'SEK', 'NOK']",1.6355,1.8314,0.65,0.113,-0.0899,-0.1829,0.1056,-0.0229,-0.0224,0.2596,0.0623,0.0069,3.16,0.4075,0.4,3.17,-0.1622,-0.0887,-0.2049,-0.1881,0.1214,-0.0111,0.1904,-0.0051,8.6054,-0.043,0.2183,3.24,-0.1843,0.1817,7.54,11.03,4.17,9.1736,-0.2103,-0.2057,-0.3176,-0.2242,0.1953,0.0065,-0.0746,0.0474
2009-06-30,14,5,"['MXN', 'GBP', 'NZD', 'JPY', 'ZAR']","['CAD', 'PLN', 'SEK', 'CHF', 'TRY']",1.2817,1.3579,0.57,0.0913,-0.1054,-0.1732,0.1018,-0.0598,-0.0214,0.2226,0.0658,0.0208,3.13,0.18,0.47,2.4,-0.1581,-0.1221,-0.2208,-0.2095,-0.023,-0.1183,0.1538,0.0274,7.6788,0.015,0.0951,2.82,-0.1525,0.0831,5.65,9.47,4.62,11.3,-0.2178,-0.2044,-0.3295,-0.2306,0.0852,-0.1753,-0.1132,-0.0401
2009-07-31,14,5,"['MXN', 'GBP', 'NZD', 'JPY', 'ZAR']","['PLN', 'CAD', 'TRY', 'NOK', 'AUD']",1.2279,1.2412,0.56,0.0871,-0.0852,-0.1573,0.1384,-0.019,-0.034,0.1976,0.0961,0.032,3.25,0.225,0.39,2.1,-0.1072,-0.0502,-0.1572,-0.1611,-0.0881,-0.1274,0.1663,0.0218,7.2264,-0.0594,0.1101,2.78,-0.0955,0.0592,5.18,9.03,4.44,10.5696,-0.2403,-0.2141,-0.2907,-0.196,0.1094,-0.16,-0.0552,-0.0522
2009-08-31,14,5,"['GBP', 'AUD', 'NZD', 'JPY', 'ZAR']","['CAD', 'TRY', 'PLN', 'NOK', 'EUR']",0.975,1.0011,0.55,0.0718,-0.0229,-0.1058,0.1705,0.0402,-0.023,0.1987,0.0735,0.0273,3.14,0.234,0.18,1.87,-0.0165,-0.0281,-0.0937,-0.0982,-0.0628,-0.0955,0.162,0.0057,7.3867,-0.0099,0.1347,2.79,-0.0232,0.0666,4.91,8.52,4.17,9.9868,-0.2303,-0.2103,-0.2043,-0.1514,0.1032,-0.1528,-0.0788,-0.0837
2009-09-30,14,5,"['HUF', 'AUD', 'NZD', 'JPY', 'ZAR']","['CAD', 'PLN', 'TRY', 'CHF', 'EUR']",0.8605,0.7737,0.54,0.0738,0.0377,-0.1026,0.1791,0.0817,-0.026,0.194,0.0759,0.0229,3.3,0.23,0.16,1.88,0.1116,-0.0065,-0.008,0.0147,-0.0985,-0.119,0.1105,-0.002,7.1616,0.1,0.1021,2.76,0.0812,0.0487,4.95,8.03,4.18,9.0204,-0.1913,-0.1464,-0.162,-0.0673,0.0957,-0.1607,-0.1134,-0.0874
2009-10-30,14,5,"['HUF', 'NOK', 'AUD', 'NZD', 'ZAR']","['CAD', 'PLN', 'TRY', 'CHF', 'JPY']",0.8605,0.7737,0.54,0.0738,0.157,0.0238,0.0925,0.1286,-0.026,0.194,0.0759,0.0229,3.3,0.23,0.16,1.88,0.3473,0.1181,0.0937,0.1732,-0.0985,-0.119,0.1105,-0.002,7.1616,0.2486,0.1021,2.76,0.2306,0.0487,4.95,8.03,4.18,9.0204,-0.0284,0.0224,-0.0423,0.0774,0.0957,-0.1607,-0.1134,-0.0874
2009-11-30,14,5,"['NOK', 'AUD', 'MXN', 'NZD', 'ZAR']","['CAD', 'TRY', 'CHF', 'PLN', 'JPY']",0.7375,0.5709,0.53,0.085,0.1846,0.0699,0.1074,0.2094,-0.0324,0.2124,0.0627,0.0115,3.78,0.215,0.18,2.03,0.4029,0.1754,0.1613,0.2358,-0.1448,-0.0931,0.1301,-0.0342,6.9452,0.3553,0.0561,2.79,0.3074,0.0276,5.0,7.012,4.18,7.3367,0.0418,0.0242,0.0746,0.1252,0.1166,-0.169,-0.0614,-0.0836
2009-12-31,14,5,"['NOK', 'GBP', 'NZD', 'MXN', 'ZAR']","['CHF', 'EUR', 'JPY', 'TRY', 'CAD']",0.7162,0.6094,0.51,0.1185,0.0253,0.1038,-0.0252,0.0324,-0.0187,0.1947,0.0746,0.0309,3.95,0.215,0.18,2.05,0.2705,0.1636,0.0929,0.2023,-0.1214,-0.0477,0.1406,-0.0111,7.0108,0.2926,0.0987,2.8,0.2529,0.0477,5.08,6.68,4.19,7.5613,0.0525,0.028,0.0412,0.0001,0.1078,-0.1495,-0.0529,-0.0619
2010-01-29,14,5,"['PLN', 'MXN', 'HUF', 'NZD', 'ZAR']","['CHF', 'EUR', 'JPY', 'CAD', 'TRY']",0.7162,0.6094,0.51,0.1185,0.081,0.098,-0.0032,0.0947,-0.0187,0.1947,0.0746,0.0309,3.95,0.215,0.18,2.05,0.3885,0.1468,0.1323,0.1639,-0.1214,-0.0477,0.1406,-0.0111,7.0108,0.333,0.0987,2.8,0.3775,0.0477,5.08,6.68,4.19,7.5613,0.0951,0.0978,0.1901,0.1809,0.1078,-0.1495,-0.0529,-0.0619
2010-02-26,14,5,"['HUF', 'SEK', 'NZD', 'MXN', 'ZAR']","['CHF', 'EUR', 'CAD', 'JPY', 'TRY']",0.712,0.6054,0.46,0.1156,0.0758,0.0647,0.0975,0.09,0.0061,0.213,0.0739,0.0299,4.129,0.198,0.17,2.08,0.403,0.2128,0.2652,0.1865,-0.1256,-0.0781,0.157,-0.0158,7.0713,0.3076,0.1144,2.78,0.3939,0.0694,5.07,6.5,4.27,7.4744,0.193,0.0989,0.2643,0.1867,0.0961,-0.1429,-0.019,-0.0452
2010-03-31,14,5,"['AUD', 'HUF', 'NZD', 'MXN', 'ZAR']","['CHF', 'EUR', 'CAD', 'JPY', 'NOK']",0.6617,0.6331,0.44,0.0987,0.0203,0.0582,0.0621,0.0825,0.0341,0.2067,0.0513,0.0079,4.16,0.165,0.22,2.27,0.3298,0.2437,0.1443,0.1333,-0.1003,-0.107,0.1201,-0.0608,7.0758,0.3089,0.0755,2.73,0.2642,0.0806,5.03,6.5,4.15,6.5905,0.1463,0.0997,0.2268,0.1816,0.0888,-0.1222,-0.0106,-0.0389
2010-04-30,14,5,"['PLN', 'SEK', 'MXN', 'ZAR', 'NZD']","['CHF', 'EUR', 'JPY', 'CAD', 'TRY']",0.645,0.6455,0.43,0.0958,0.0034,0.0315,0.0541,0.0578,0.0475,0.2354,0.0526,0.0072,4.3275,0.228,0.23,2.3,0.2715,0.1726,0.1125,0.1097,-0.1303,-0.1185,0.1079,-0.0387,6.9523,0.1442,0.0359,2.67,0.2835,0.0943,5.03,6.5,4.1,6.649,0.1328,0.0711,0.1417,0.0813,0.0559,-0.129,-0.0432,-0.0555
2010-05-31,14,5,"['AUD', 'JPY', 'MXN', 'ZAR', 'NZD']","['CHF', 'EUR', 'CAD', 'PLN', 'HUF']",0.6447,0.6559,0.4,0.0879,-0.133,-0.1037,0.0457,-0.0772,0.0533,0.2226,0.074,-0.0003,4.545,0.3375,0.29,2.39,0.0545,0.0464,-0.0374,-0.0307,-0.156,-0.1569,0.098,-0.0434,6.587,0.0338,0.0235,2.69,0.0631,0.0848,5.03,6.5,3.86,6.1355,0.011,-0.0237,-0.0409,-0.1113,0.0407,-0.1875,-0.0802,-0.0626
2010-06-30,14,5,"['AUD', 'JPY', 'ZAR', 'NZD', 'MXN']","['CHF', 'EUR', 'HUF', 'PLN', 'TRY']",0.6865,0.6971,0.39,0.0819,-0.1327,-0.0922,0.0872,0.0065,0.0736,0.2179,0.0502,0.0032,4.805,0.39,0.28,2.5,0.0429,0.0932,-0.0109,-0.0139,-0.1114,-0.1488,0.1025,-0.0145,6.5828,0.0069,0.0068,2.89,0.0619,0.0846,5.04,6.5,3.86,6.23,0.0198,-0.0271,-0.0664,-0.1695,0.0846,-0.174,-0.0281,-0.0303
2010-07-30,14,5,"['AUD', 'JPY', 'MXN', 'ZAR', 'NZD']","['CAD', 'CHF', 'EUR', 'HUF', 'PLN']",0.6865,0.6971,0.39,0.0819,-0.0846,-0.0614,0.0946,0.0264,0.0736,0.2179,0.0502,0.0032,4.805,0.39,0.28,2.5,0.0814,0.0478,-0.0039,0.0091,-0.1114,-0.1488,0.1025,-0.0145,6.5828,0.071,0.0068,2.89,0.097,0.0846,5.04,6.5,3.86,6.23,0.0453,-0.024,-0.0535,-0.142,0.0846,-0.174,-0.0281,-0.0303
2010-08-31,14,5,"['TRY', 'AUD', 'NZD', 'MXN', 'ZAR']","['CAD', 'CHF', 'PLN', 'SEK', 'EUR']",0.8488,0.736,0.37,0.1829,-0.116,-0.058,0.1041,0.0422,0.0497,0.1755,-0.0276,-0.0763,4.84,0.575,0.39,2.69,0.0557,0.0275,-0.0374,-0.0472,-0.096,-0.1051,0.0447,0.0157,6.4778,0.053,-0.0214,3.23,0.0201,0.0461,5.01,6.5,3.82,6.1748,0.0118,-0.0165,-0.0961,-0.1585,0.125,-0.093,-0.0239,0.0007
2010-09-30,14,5,"['GBP', 'AUD', 'NZD', 'ZAR', 'MXN']","['CHF', 'CAD', 'EUR', 'JPY', 'NOK']",0.8955,0.733,0.36,0.2066,-0.0697,-0.0168,0.0766,0.0535,0.0586,0.1671,-0.0448,-0.0705,4.7425,0.66,0.45,2.65,0.0924,0.037,0.0312,-0.0193,-0.1143,-0.09,0.0524,0.0136,6.4156,0.0786,-0.017,3.25,0.0164,0.0653,4.99,6.5,3.81,5.8163,0.0738,0.0269,-0.0131,-0.0938,0.1169,-0.1212,-0.0273,0.0053
2010-10-29,14,5,"['HUF', 'AUD', 'NZD', 'ZAR', 'MXN']","['CHF', 'CAD', 'EUR', 'PLN', 'NOK']",0.8955,0.733,0.36,0.2066,-0.0532,-0.0251,0.1217,0.0445,0.0586,0.1671,-0.0448,-0.0705,4.7425,0.66,0.45,2.65,0.0887,0.0642,0.0638,-0.0189,-0.1143,-0.09,0.0524,0.0136,6.4156,0.118,-0.017,3.25,0.0685,0.0653,4.99,6.5,3.81,5.8163,0.0694,0.0533,0.019,-0.0491,0.1169,-0.1212,-0.0273,0.0053
2010-11-30,14,5,"['TRY', 'AUD', 'NZD', 'ZAR', 'MXN']","['CHF', 'JPY', 'EUR', 'HUF', 'PLN']",0.9977,0.7384,0.34,0.2479,-0.1356,-0.0536,0.0311,0.0006,0.0134,0.2004,-0.0904,-0.0861,4.81,0.895,0.81,2.56,0.0458,0.0276,-0.0089,-0.0864,-0.1669,-0.0725,-0.0001,0.0217,5.9731,0.044,-0.029,3.18,0.0334,0.0628,4.95,6.0,3.85,5.8965,0.0345,0.0156,-0.1063,-0.1533,0.0916,-0.1243,-0.0301,-0.076
2010-12-31,14,5,"['NOK', 'AUD', 'NZD', 'MXN', 'ZAR']","['CHF', 'CAD', 'EUR', 'TRY', 'JPY']",1.042,0.739,0.34,0.186,-0.066,-0.0346,0.1463,0.1081,0.0174,0.1842,-0.106,-0.084,5.015,0.9525,1.11,2.51,0.1436,0.0539,0.0663,-0.0051,-0.1923,-0.077,-0.0113,0.0333,5.6462,0.1131,-0.024,3.17,0.0753,0.0364,4.92,3.75,3.88,5.8669,0.0582,-0.0261,-0.0357,-0.0921,0.1046,-0.0873,-0.0405,-0.0614
2011-01-31,14,5,"['AUD', 'ZAR', 'SEK', 'NZD', 'MXN']","['TRY', 'JPY', 'CHF', 'CAD', 'EUR']",1.0217,0.7496,0.34,0.1914,-0.0106,0.0026,0.0981,0.123,0.0389,0.1857,-0.1028,-0.1244,5.025,0.994,1.28,2.59,0.1279,0.0692,0.1479,0.0271,-0.2047,-0.0652,-0.0176,-0.0101,5.5862,0.0609,-0.0179,3.17,0.1023,0.057,4.95,1.63,3.95,6.1743,0.08,-0.0665,0.0177,-0.0213,0.1122,-0.0386,0.008,-0.0542
2011-02-28,14,5,"['SEK', 'AUD', 'NZD', 'MXN', 'ZAR']","['JPY', 'CHF', 'CAD', 'TRY', 'EUR']",1.0172,0.7687,0.34,0.1508,0.0141,0.0677,0.0855,0.1553,0.0491,0.173,-0.0866,-0.1241,4.955,0.9625,1.49,2.59,0.1367,0.0826,0.1291,0.0594,-0.2079,-0.0774,-0.0196,-0.0216,5.5423,0.1054,0.0346,3.19,0.0783,0.0222,4.92,1.5,4.09,6.132,0.0561,-0.0308,0.0102,0.0145,0.0969,-0.0016,-0.0189,-0.0582
2011-03-31,14,5,"['NOK', 'NZD', 'SEK', 'MXN', 'ZAR']","['CAD', 'JPY', 'CHF', 'TRY', 'PLN']",1.0868,0.7996,0.34,0.1395,0.0466,0.0545,0.1211,0.1437,0.029,0.1625,-0.1012,-0.1257,4.9175,0.9525,1.74,2.61,0.1208,0.0454,0.1398,0.0726,-0.2195,-0.071,-0.0481,-0.0267,5.5325,0.0741,0.0807,3.13,0.0716,0.0262,4.88,1.5,4.15,6.9338,0.0388,-0.019,0.003,0.0463,0.1039,0.0391,-0.0112,-0.0896
2011-04-29,14,5,"['NZD', 'MXN', 'SEK', 'HUF', 'ZAR']","['CAD', 'JPY', 'CHF', 'TRY', 'EUR']",1.0868,0.7996,0.34,0.1395,0.1143,0.094,0.1552,0.2448,0.029,0.1625,-0.1012,-0.1257,4.9175,0.9525,1.74,2.61,0.1873,0.0775,0.1989,0.1242,-0.2195,-0.071,-0.0481,-0.0267,5.5325,0.1242,0.0807,3.13,0.1144,0.0262,4.88,1.5,4.15,6.9338,0.0619,-0.0178,0.1006,0.1292,0.1039,0.0391,-0.0112,-0.0896
2011-05-31,14,5,"['HUF', 'NOK', 'MXN', 'SEK', 'ZAR']","['CAD', 'JPY', 'CHF', 'TRY', 'EUR']",1.3212,0.821,0.3329,0.1395,0.1755,0.135,0.1204,0.357,0.0124,0.1742,-0.0693,-0.1456,4.9,0.965,1.8,2.69,0.2655,0.0775,0.273,0.2066,-0.2658,-0.0933,-0.029,-0.007,5.4643,0.1273,0.0314,2.65,0.2127,-0.0674,4.88,1.5,4.3,6.0792,0.1177,-0.0127,0.21,0.2124,0.0377,0.0133,-0.0439,-0.1832
2011-06-30,14,5,"['MXN', 'ZAR', 'PLN', 'HUF', 'NOK']","['JPY', 'TRY', 'CAD', 'CHF', 'GBP']",1.4251,0.8234,0.3321,0.1194,0.1838,0.071,0.0969,0.2805,0.0387,0.2,-0.0576,-0.1555,5.0025,0.9625,1.91,2.72,0.2709,0.1024,0.2302,0.2087,-0.249,-0.0585,-0.0203,0.0159,5.4512,0.1316,-0.0126,2.66,0.2046,-0.0835,4.88,1.5,4.45,6.8759,0.1025,-0.0261,0.2356,0.2696,0.0217,-0.064,-0.038,-0.142
2011-07-29,14,5,"['SEK', 'MXN', 'ZAR', 'HUF', 'NOK']","['TRY', 'CAD', 'JPY', 'CHF', 'GBP']",1.4251,0.8234,0.3321,0.1194,0.1034,0.0473,0.1262,0.3253,0.0387,0.2,-0.0576,-0.1555,5.0025,0.9625,1.91,2.72,0.2167,0.0765,0.1491,0.1294,-0.249,-0.0585,-0.0203,0.0159,5.4512,0.0866,-0.0126,2.66,0.2101,-0.0835,4.88,1.5,4.45,6.8759,0.077,-0.1075,0.106,0.1634,0.0217,-0.064,-0.038,-0.142
2011-08-31,14,5,"['EUR', 'MXN', 'SEK', 'HUF', 'NOK']","['TRY', 'JPY', 'CAD', 'CHF', 'GBP']",1.5976,0.8289,0.3321,0.091,0.1334,0.059,0.096,0.2613,0.0568,0.2079,-0.107,-0.2323,4.955,0.9225,1.8,2.94,0.1982,0.0882,0.1648,0.1747,-0.2529,-0.0808,0.0173,-0.0075,5.4877,0.054,-0.1234,2.71,0.2173,-0.153,4.86,1.5,4.71,6.7438,0.0711,-0.1104,0.0959,0.1938,0.0374,-0.0557,-0.0426,-0.1906
2011-09-30,14,5,"['TRY', 'SEK', 'GBP', 'MXN', 'NOK']","['CHF', 'CAD', 'JPY', 'ZAR', 'PLN']",1.5521,0.8578,0.3286,-0.0676,-0.018,-0.0096,0.0838,0.0823,0.0508,0.2125,-0.1397,-0.2984,4.8575,0.874,1.71,3.1,0.0007,-0.0187,-0.0171,0.0029,-0.2042,-0.0481,0.0195,-0.0097,5.49,-0.1393,-0.0548,2.9,0.0357,-0.1203,4.85,5.0,4.72,7.1167,-0.094,-0.2226,-0.1191,-0.0723,0.0933,0.0401,0.0133,-0.1593
2011-10-31,14,5,"['NZD', 'PLN', 'AUD', 'NOK', 'MXN']","['JPY', 'CHF', 'CAD', 'ZAR', 'EUR']",1.5365,0.9181,0.3293,-0.0611,-0.0062,0.0024,0.0255,0.1196,0.0514,0.2147,-0.1736,-0.206,4.81,0.8725,1.58,3.08,0.0758,0.0202,0.0235,0.0516,-0.2019,-0.0376,0.0179,-0.0359,5.49,-0.121,-0.078,2.88,0.0551,-0.065,4.8,5.0,4.76,6.1938,-0.0753,-0.1919,-0.1037,-0.1061,0.1431,0.0336,0.0572,-0.0727
2011-11-30,14,5,"['GBP', 'NOK', 'MXN', 'PLN', 'HUF']","['CAD', 'JPY', 'CHF', 'ZAR', 'AUD']",1.5759,0.9699,0.3293,-0.0934,0.0344,0.0084,0.0784,0.0974,0.0404,0.2144,-0.1992,-0.1794,4.725,0.8625,1.45,3.08,0.0684,0.0075,0.0389,0.0747,-0.1949,-0.0338,0.0153,-0.0525,5.49,-0.1259,-0.0556,2.76,0.05,-0.0222,4.81,5.33,4.91,6.1786,-0.0843,-0.177,-0.0756,-0.0439,0.1745,0.0359,0.067,-0.0074
2011-12-30,14,5,"['HUF', 'NZD', 'PLN', 'GBP', 'MXN']","['CHF', 'JPY', 'CAD', 'ZAR', 'SEK']",1.5759,0.9699,0.3293,-0.0934,-0.0324,-0.0042,0.0553,-0.0042,0.0404,0.2144,-0.1992,-0.1794,4.725,0.8625,1.45,3.08,-0.0017,-0.0231,-0.0264,-0.0254,-0.1949,-0.0338,0.0153,-0.0525,5.49,-0.1805,-0.0556,2.76,-0.0035,-0.0222,4.81,5.33,4.91,6.1786,-0.1134,-0.1836,-0.1426,-0.1459,0.1745,0.0359,0.067,-0.0074
2012-01-31,14,5,"['PLN', 'HUF', 'GBP', 'NZD', 'MXN']","['CHF', 'JPY', 'CAD', 'SEK', 'NOK']",1.4261,1.0615,0.3293,0.08,-0.0465,-0.0166,0.0765,0.0251,0.0735,0.2106,-0.2051,-0.1562,4.5075,0.83,1.37,3.02,0.0635,-0.0031,-0.0545,-0.0169,-0.1951,-0.0626,0.0419,-0.0099,5.4517,-0.0809,0.0049,2.69,0.0675,0.009,4.81,5.0,4.99,6.5,-0.0718,-0.0962,-0.1118,-0.1171,0.174,0.0183,0.1146,0.0736
2012-02-29,14,5,"['PLN', 'GBP', 'HUF', 'MXN', 'NZD']","['JPY', 'CHF', 'CAD', 'SEK', 'TRY']",1.2222,1.0871,0.3308,0.0403,-0.0359,-0.0214,0.0074,0.0268,0.0927,0.216,-0.247,-0.179,4.41,0.825,1.56,2.7,0.0546,-0.0174,-0.047,-0.0005,-0.2182,-0.0937,0.0322,-0.0345,5.47,-0.0722,-0.0235,2.74,0.1093,-0.0097,4.8,5.0,4.99,8.5434,-0.0584,-0.0871,-0.0765,-0.0914,0.151,0.015,0.0809,0.0832
2012-03-30,14,5,"['PLN', 'HUF', 'GBP', 'MXN', 'NZD']","['JPY', 'CAD', 'CHF', 'NOK', 'AUD']",1.2222,1.0871,0.3308,0.0403,-0.0578,-0.0011,0.007,0.0205,0.0927,0.216,-0.247,-0.179,4.41,0.825,1.56,2.7,0.0023,-0.0287,-0.0429,-0.0262,-0.2182,-0.0937,0.0322,-0.0345,5.47,-0.1146,-0.0235,2.74,0.078,-0.0097,4.8,5.0,4.99,8.5434,-0.0711,-0.133,-0.0872,-0.1498,0.151,0.015,0.0809,0.0832
2012-04-30,14,5,"['TRY', 'HUF', 'NZD', 'MXN', 'GBP']","['CHF', 'AUD', 'JPY', 'CAD', 'ZAR']",0.8585,1.0376,0.3317,0.0513,-0.106,-0.0286,0.0159,-0.0462,0.0878,0.2007,-0.14,-0.1861,4.4425,0.915,1.49,2.43,-0.0498,-0.0437,-0.102,-0.0827,-0.2192,-0.1006,0.0199,-0.0282,5.5438,-0.1544,-0.1157,2.74,0.0104,-0.0341,4.79,5.0,4.94,6.2091,-0.1179,-0.138,-0.1586,-0.178,0.0911,0.0106,0.03,0.0607
2012-05-31,14,5,"['NZD', 'TRY', 'HUF', 'MXN', 'GBP']","['CHF', 'JPY', 'SEK', 'CAD', 'ZAR']",0.7443,1.0179,0.3317,0.0137,-0.143,-0.0649,0.0357,-0.1233,0.096,0.1893,-0.186,-0.191,4.2025,0.9825,1.44,2.32,-0.0904,-0.0635,-0.1532,-0.1221,-0.1557,-0.0778,0.0292,-0.02,5.565,-0.2003,-0.0539,2.74,-0.0865,0.0035,4.76,5.0,4.95,8.19,-0.1943,-0.1464,-0.2293,-0.2415,0.1186,0.0219,0.0583,0.0816
2012-06-29,14,5,"['HUF', 'NZD', 'MXN', 'TRY', 'GBP']","['CHF', 'JPY', 'CAD', 'EUR', 'ZAR']",0.7443,1.0179,0.3317,0.0137,-0.1252,-0.0196,0.0116,-0.1117,0.096,0.1893,-0.186,-0.191,4.2025,0.9825,1.44,2.32,-0.0428,-0.0512,-0.0845,-0.0942,-0.1557,-0.0778,0.0292,-0.02,5.565,-0.1684,-0.0539,2.74,-0.03,0.0035,4.76,5.0,4.95,8.19,-0.1252,-0.1013,-0.1765,-0.1876,0.1186,0.0219,0.0583,0.0816
2012-07-31,14,5,"['PLN', 'HUF', 'MXN', 'TRY', 'GBP']","['CHF', 'JPY', 'ZAR', 'NOK', 'EUR']",0.6589,0.9498,0.3346,-0.0573,-0.1462,-0.046,-0.0174,-0.1962,0.1043,0.1878,-0.2881,-0.1931,3.4925,0.8825,1.24,2.34,-0.0476,-0.0479,-0.0773,-0.1098,-0.1255,0.0084,0.0233,-0.0076,5.5785,-0.1904,-0.0164,2.61,-0.0788,0.0505,4.78,5.0,5.13,6.1901,-0.1219,-0.0589,-0.1712,-0.1808,0.16,0.0401,0.0864,0.0706
2012-08-31,14,5,"['HUF', 'PLN', 'TRY', 'MXN', 'GBP']","['CHF', 'JPY', 'ZAR', 'NOK', 'EUR']",0.497,0.8174,0.3273,-0.1734,-0.1244,-0.0236,-0.0205,-0.1563,0.1287,0.1767,-0.297,-0.1805,3.545,0.8875,1.1,2.24,-0.0339,-0.0075,-0.0414,-0.0727,-0.1518,0.0039,0.0151,0.0106,5.3731,-0.166,-0.0162,2.67,-0.0561,0.0521,4.79,5.0,5.11,8.0,-0.0665,-0.0553,-0.1314,-0.1635,0.1187,0.0324,0.0814,0.0694
2012-09-28,14,5,"['GBP', 'HUF', 'NZD', 'PLN', 'MXN']","['CHF', 'JPY', 'EUR', 'NOK', 'ZAR']",0.497,0.8174,0.3273,-0.1734,-0.0394,0.0372,-0.0117,-0.0341,0.1287,0.1767,-0.297,-0.1805,3.545,0.8875,1.1,2.24,0.074,0.0677,0.0462,0.0244,-0.1518,0.0039,0.0151,0.0106,5.3731,-0.0245,-0.0162,2.67,0.0901,0.0521,4.79,5.0,5.11,8.0,0.0813,0.0351,0.0361,-0.015,0.1187,0.0324,0.0814,0.0694
2012-10-31,14,5,"['GBP', 'TRY', 'PLN', 'HUF', 'MXN']","['CHF', 'JPY', 'EUR', 'ZAR', 'AUD']",0.2463,0.648,0.3273,-0.1507,-0.0646,0.0035,-0.0194,-0.0581,0.1118,0.1592,-0.2147,-0.1774,3.49,1.0075,1.04,1.96,-0.0162,-0.0011,-0.0185,-0.0257,-0.176,-0.0013,-0.001,0.0141,4.9404,-0.0836,-0.0158,2.64,0.0171,-0.0394,4.82,5.0,4.92,6.0647,0.02,-0.0125,-0.0071,0.0011,0.0853,0.0621,0.0681,0.0365
2012-11-30,14,5,"['GBP', 'HUF', 'MXN', 'TRY', 'PLN']","['JPY', 'CHF', 'SEK', 'EUR', 'AUD']",0.2079,0.544,0.3264,-0.0634,-0.034,0.0196,-0.0592,-0.0155,0.1129,0.1574,-0.2244,-0.1863,3.1625,0.976,0.98,1.92,0.0171,0.024,0.0152,0.0175,-0.1068,0.0465,0.029,0.024,4.9393,-0.0879,0.0637,2.65,0.0533,-0.002,4.84,5.0,4.73,6.8419,0.0515,0.0213,0.0595,0.0436,0.0895,0.0929,0.0814,0.0421
2012-12-31,14,5,"['GBP', 'TRY', 'MXN', 'HUF', 'PLN']","['JPY', 'CHF', 'AUD', 'EUR', 'CAD']",0.192,0.5245,0.3182,-0.145,0.019,0.0448,-0.1133,0.0219,0.1322,0.1443,-0.1587,-0.16,3.2425,0.97,1.06,1.92,0.0182,0.0291,0.0575,0.0706,-0.144,0.0566,0.0295,0.0033,4.9304,-0.0448,0.0616,2.64,0.0659,-0.011,4.86,5.0,4.49,5.7732,0.0863,0.0579,0.1127,0.0939,0.0817,0.0767,0.1063,0.0375
2013-01-31,14,5,"['NOK', 'MXN', 'TRY', 'PLN', 'HUF']","['JPY', 'CHF', 'AUD', 'CAD', 'NZD']",0.1855,0.5185,0.3082,-0.0513,0.041,0.0069,-0.1684,0.0124,0.1173,0.1301,-0.1257,-0.1712,3.1125,0.945,1.01,1.87,-0.0165,0.0065,0.0727,0.0755,-0.172,0.0209,0.0102,-0.0036,4.9857,-0.1286,0.0432,2.65,0.018,-0.0047,4.86,5.0,4.11,5.2049,0.0287,0.0106,0.0473,0.0433,0.0745,0.0993,0.1063,0.0499
2013-02-28,14,5,"['EUR', 'HUF', 'TRY', 'PLN', 'MXN']","['JPY', 'CHF', 'AUD', 'CAD', 'GBP']",0.2049,0.5123,0.2918,-0.1081,-0.0198,-0.0476,-0.1221,-0.0345,0.1123,0.1076,-0.0234,-0.1372,3.0,0.92,0.96,1.86,-0.049,-0.041,0.0244,-0.0252,-0.1767,0.0081,-0.0016,-0.0041,5.0562,-0.1693,0.0426,2.66,-0.0128,-0.0253,4.86,4.75,3.95,5.7957,0.0056,-0.0279,-0.0244,-0.0455,0.0508,0.0813,0.1115,0.0597
2013-03-29,14,5,"['SEK', 'HUF', 'PLN', 'TRY', 'MXN']","['CHF', 'JPY', 'NOK', 'GBP', 'AUD']",0.2049,0.5123,0.2918,-0.1081,-0.0389,-0.0502,-0.1206,-0.0504,0.1123,0.1076,-0.0234,-0.1372,3.0,0.92,0.96,1.86,0.0074,-0.0185,0.0121,-0.028,-0.1767,0.0081,-0.0016,-0.0041,5.0562,-0.1709,0.0426,2.66,0.0228,-0.0253,4.86,4.75,3.95,5.7957,0.0398,-0.0155,-0.0455,-0.0715,0.0508,0.0813,0.1115,0.0597
2013-04-30,14,5,"['TRY', 'NZD', 'HUF', 'MXN', 'PLN']","['CHF', 'JPY', 'ZAR', 'GBP', 'AUD']",0.2061,0.5069,0.25,-0.0596,-0.0054,-0.0428,-0.1782,-0.0236,0.1322,0.1235,0.071,-0.0865,3.05,0.9625,0.97,1.8489,-0.005,-0.0189,0.0367,-0.0078,-0.148,0.0215,-0.013,0.0194,5.0454,-0.1351,-0.1033,2.64,0.0466,-0.0258,4.49,4.5,3.39,4.9714,0.0727,-0.0199,-0.002,-0.0487,0.0257,0.0006,0.1481,0.0971
